Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Facto Union,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,180.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,8,179.6,No,No,Yes,No,Female,No,27,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,115.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,8,116.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary Edu,142.0,Portuguese,Degree,12th Year of Schooling,2,6,139.4,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,4,Oral Hygiene,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,3,7,129.0,Yes,No,No,Yes,Female,No,21,No,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,4,135.6,No,No,No,Yes,Female,Yes,43,No,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate
Single,Change of course,1,Management,Daytime,Secondary Edu,153.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,10,147.8,No,No,No,Yes,Female,Yes,18,No,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,Graduate
Single,3rd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,153.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,138.0,Yes,No,No,Yes,Female,Yes,21,No,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout
Single,Holders of other higher courses,1,Management,Daytime,Degree,150.0,Portuguese,Frequency of Higher Education,2nd Cycle of High School,1,7,150.0,No,No,No,Yes,Female,No,26,No,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,144.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,4,130.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,7th Year (Old),90,90,122.6,No,No,No,Yes,Female,No,18,No,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,125.0,Portuguese,Degree,Bachelor's Degree,2,1,119.1,Yes,No,No,Yes,Female,No,22,No,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Basic Edu 3rd,133.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,10,111.8,Yes,No,No,Yes,Female,No,27,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,3,Management,Daytime,Secondary Edu,133.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,10,125.0,Yes,No,No,Yes,Female,No,18,No,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,7,9,129.9,No,No,No,Yes,Female,No,19,No,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary Edu,133.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,10,131.1,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,154.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,4,4,141.4,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,120.0,No,No,No,No,Female,No,32,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Transfer,1,Nursing,Daytime,Secondary Edu,168.0,Portuguese,Basic Ed. 1st Cycle,12th Year of Schooling,9,4,133.4,Yes,No,No,Yes,Female,No,23,No,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,4,3,127.3,Yes,No,No,Yes,Female,No,20,No,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,5,131.8,Yes,No,Yes,Yes,Female,No,20,No,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,5,114.8,Yes,No,Yes,No,Female,No,19,No,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,132.8,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,4,140.0,No,No,No,Yes,Female,No,21,No,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,103.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,9,108.3,No,No,No,Yes,Female,Yes,20,No,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Enrolled
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Tech Specialization Course,150.0,Portuguese,Degree,Basic Ed. 3rd Cycle,2,4,150.0,Yes,No,No,Yes,Female,No,22,No,1,6,9,6,13.0,0,1,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate
Single,Technological specialization diploma holders,1,Management (evening attendance),Evening,Tech Specialization Course,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,160.0,No,No,No,Yes,Female,No,26,No,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,3,3,131.7,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,114.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,3,112.6,Yes,No,No,Yes,Female,No,19,No,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,111.1,No,No,No,Yes,Female,No,31,No,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate
Single,Change of course,3,Nursing,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,7,127.5,Yes,No,Yes,Yes,Female,Yes,20,No,0,7,9,7,12.327777777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate
Single,Change of course,1,Veterinary Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,7,7,120.2,Yes,No,No,Yes,Female,No,20,No,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary Edu,121.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,118.9,Yes,No,No,Yes,Female,No,21,No,0,7,7,7,14.428571428571429,0,0,8,9,8,14.511111111111113,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,7,119.9,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary Edu,141.0,Portuguese,Basic Ed. 1st Cycle,12th Year of Schooling,9,4,127.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,7,127.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,Graduate
Divorced,Over 23 years old,1,Journalism and Communication,Daytime,Basic Edu 2nd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,7,9,133.0,No,No,No,Yes,Female,No,40,No,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled
Single,2nd phase - general contingent,6,Social Service,Daytime,Secondary Edu,117.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,7,114.6,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary Edu,151.0,Portuguese,Degree (1st Cycle),Master's,2,2,144.5,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,15.666666666666666,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,131.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,3,125.4,Yes,No,No,Yes,Female,No,19,No,0,7,13,5,12.5,0,0,8,14,7,12.166666666666666,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary Edu,145.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,7,145.0,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,6,138.1,No,No,Yes,No,Female,No,28,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary Edu,119.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,8,124.6,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,130.8,Yes,No,No,Yes,Female,No,18,No,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,155.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,3,140.5,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,9,124.1,Yes,No,No,Yes,Female,Yes,20,No,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,Graduate
Single,Change of course,1,Social Service,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,4,118.4,No,No,Yes,Yes,Female,No,28,No,15,16,16,13,12.076923076923077,0,13,13,13,11,12.090909090909092,0,16.2,0.3,-0.92,Graduate
Single,International student (bachelor),1,Basic Education,Daytime,Secondary Edu,133.1,Brazilian,Master (2nd Cycle),12th Year of Schooling,153,135,128.2,No,No,No,Yes,Female,No,23,Yes,11,16,17,16,14.625,0,6,10,12,9,14.88888888888889,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,114.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,5,5,109.5,Yes,No,No,Yes,Female,No,19,No,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary Edu,137.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,152,171,131.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary Edu,161.0,Cape Verdean,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,137.9,No,No,Yes,No,Female,Yes,20,Yes,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,133.1,Portuguese,Degree,12th Year of Schooling,2,4,128.2,Yes,No,No,Yes,Female,No,20,No,5,12,13,12,11.23076923076923,0,3,11,18,9,12.77777777777778,0,11.1,0.6,2.02,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,126.5,No,No,No,Yes,Female,No,27,No,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,128.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,9,120.0,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.0,0,0,6,13,2,12.0,0,12.7,3.7,-1.7,Dropout
Divorced,Over 23 years old,2,Oral Hygiene,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,6,123.0,No,No,No,Yes,Female,Yes,37,No,0,7,10,7,10.985714285714286,0,0,8,11,8,12.3,0,10.8,1.4,1.74,Graduate
Divorced,Holders of other higher courses,1,Nursing,Daytime,Degree (1st cycle),130.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,6,130.0,No,No,No,No,Female,No,42,No,2,7,10,5,12.62,0,3,7,11,3,14.166666666666666,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary Edu,147.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,8,141.1,Yes,No,No,Yes,Female,No,20,No,0,7,9,6,13.0,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,Dropout
Married,Over 23 years old,1,Informatics Engineering,Daytime,Secondary Edu,140.0,Portuguese,Unknown,Unknown,9,9,140.0,No,No,No,No,Male,No,34,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Edu,140.0,Portuguese,Degree,Degree,3,2,133.6,Yes,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,2,Tourism,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,5,123.5,No,No,No,Yes,Male,No,39,No,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,141.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,136.3,Yes,No,No,Yes,Male,Yes,18,No,0,7,7,6,13.516666666666666,0,0,7,7,6,13.516666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Communication Design,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,123.5,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,13.166666666666666,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,90,10,112.0,No,No,No,Yes,Male,No,34,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,160.0,No,No,No,Yes,Male,Yes,22,No,0,6,8,6,13.125,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,4,7,110.0,No,No,No,Yes,Male,No,31,No,0,6,15,3,14.4,0,0,6,20,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,3rd phase - general contingent,3,Basic Education,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,9,116.8,Yes,No,No,No,Male,No,19,No,0,6,10,4,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,5,Tourism,Daytime,Secondary Edu,114.0,Portuguese,Basic Ed. 2nd Cycle,12th Year of Schooling,5,9,109.5,No,No,No,Yes,Male,No,19,No,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Oral Hygiene,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,10,100.0,No,No,No,Yes,Male,No,31,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - special contingent (Azores Island),1,Management,Daytime,Secondary Edu,126.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,6,117.3,Yes,No,No,Yes,Female,No,19,No,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary Edu,133.1,Brazilian,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,9,130.0,No,No,No,Yes,Female,No,30,Yes,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change of institution/course,1,Nursing,Daytime,Secondary Edu,129.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,3,3,137.8,Yes,No,No,Yes,Female,Yes,20,No,2,7,7,7,16.13142857142857,0,0,8,9,8,15.52222222222222,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,7,7,136.5,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.838571428571427,0,0,8,9,8,14.8,0,12.4,0.5,1.79,Graduate
Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,138.7,No,No,No,Yes,Female,No,31,No,0,5,7,3,10.333333333333334,0,0,5,6,3,12.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,134.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,4,124.9,Yes,No,No,Yes,Female,No,19,No,0,6,11,3,12.0,0,0,6,11,4,11.25,0,7.6,2.6,0.32,Dropout
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,7,140.0,No,No,No,Yes,Female,Yes,43,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,8,122.6,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,131.0,Portuguese,12th Year of Schooling,12th Year of Schooling,5,9,129.5,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,133.1,Portuguese,Degree,12th Year of Schooling,1,7,155.0,No,No,No,Yes,Female,No,22,No,0,5,6,3,11.333333333333334,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Social Service (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Degree,12th Year of Schooling,1,7,100.0,No,No,No,Yes,Female,No,26,No,2,8,11,7,12.75,0,2,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate
Single,3rd phase - general contingent,1,Management,Daytime,Secondary Edu,160.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,8,137.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,Graduate
Single,Holders of other higher courses,1,Nursing,Daytime,Degree,120.0,Portuguese,Basic Ed. 3rd Cycle,Degree,4,2,120.0,Yes,No,No,Yes,Female,No,29,No,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,Dropout
Single,International student (bachelor),1,Oral Hygiene,Daytime,Secondary Edu,114.0,Santomean,Degree,Basic Ed. 3rd Cycle,122,144,114.0,No,No,No,Yes,Female,No,20,Yes,0,7,14,0,0.0,6,0,7,12,2,11.666666666666666,0,8.9,1.4,3.51,Enrolled
Divorced,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,7,139.0,No,No,No,Yes,Female,Yes,38,No,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,5,110.0,No,No,No,Yes,Female,No,41,No,8,12,17,12,11.833333333333334,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,4,9,128.5,Yes,No,No,Yes,Female,No,19,No,0,8,10,6,13.066666666666668,0,0,8,10,6,13.066666666666668,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary Edu,136.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,5,132.2,No,No,Yes,Yes,Female,No,19,No,0,6,6,6,13.833333333333334,0,0,6,8,6,13.875,0,10.8,1.4,1.74,Graduate
Divorced,Holders of other higher courses,1,Nursing,Daytime,Degree,130.0,Portuguese,Degree,Basic Ed. 3rd Cycle,2,3,130.0,No,No,No,Yes,Female,No,43,No,0,7,7,3,13.833333333333334,1,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary Edu,145.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,7,129.3,Yes,No,No,Yes,Female,No,19,No,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,8,128.2,Yes,No,No,Yes,Male,Yes,19,No,6,12,12,12,13.333333333333334,0,4,11,15,10,12.818181818181818,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,146.0,Portuguese,Bachelor's Degree,Basic Ed. 3rd Cycle,3,9,130.3,Yes,No,No,Yes,Male,No,18,No,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,159.0,Portuguese,Degree,Degree,2,2,162.5,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Unknown,Unknown,0,0,130.0,No,No,No,Yes,Male,No,38,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
